First Name,Last Name,Gender,Date of Birth,Age,Country,Jurisdiction,Political_Group,_26_March_2019_Final_Vote,26 March 2019 Procedural Vote,Pledge 2019,Sept 18 Vote DELETE,Sept 18 Vote IMCO,Sept 18 Vote VOSS,Sept 18 Vote REPORT,June 18 Vote Negotiations,National_Political_Group,National Political Group (Short),Email,Twitter,Wikidata code,EP Webpage,,,,,,,
Miroslav,Poche,female,03/06/1978,40,Czech Republic,-,S&D,ABSTAINED,FOR,-,AGAINST,FOR,AGAINST,FOR,NOT PRESENT,Česká strana sociálně demokratická,ČSSD,miroslav.poche@europarl.europa.eu,pochemep,Q15730943,http://www.europarl.europa.eu/meps/en/124699/_home.html,,,,,,,
Stanislav,Polčák,female,21/02/1980,39,Czech Republic,-,EPP,ABSTAINED,FOR,-,ABSTAINED,FOR,ABSTAINED,FOR,FOR,Starostové a nezávisli,STAN,stanislav.polcak@europarl.europa.eu,stanislavpolcak,Q12055995,http://www.europarl.europa.eu/meps/en/124704/_home.html,,,,,,,
Jiří,Pospíšil,male,24/11/1975,43,Czech Republic,-,EPP,AGAINST,FOR,-,ABSTAINED,FOR,ABSTAINED,FOR,ABSTAINED,TOP 09 a Starostové,TOP 09,jiri.pospisil@europarl.europa.eu,pospisil_jiri,Q962333,http://www.europarl.europa.eu/meps/en/125706/_home.html,,,,,,,
Olga,Sehnalová,male,25/10/1968,50,Czech Republic,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Česká strana sociálně demokratická,ČSSD,olga.sehnalova@europarl.europa.eu,olgasehnalova,Q11797891,http://www.europarl.europa.eu/meps/en/96718/_home.html,,,,,,,
Michaela,Šojdrová,male,28/10/1963,55,Czech Republic,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Křesťanská a demokratická unie - Československá strana lidová,KDU-ČSL,michaela.sojdrova@europarl.europa.eu,msojdrova,Q12036669,http://www.europarl.europa.eu/meps/en/124710/_home.html,,,,,,,
Jaromír,Štětina,male,06/04/1943,75,Czech Republic,-,EPP,NOT PRESENT,FOR,-,FOR,FOR,AGAINST,AGAINST,ABSTAINED,TOP 09 a Starostové,TOP 09,jaromir.stetina@europarl.europa.eu,stetinaep,Q3511688,http://www.europarl.europa.eu/meps/en/124702/_home.html,,,,,,,
Pavel,Svoboda,male,09/04/1962,56,Czech Republic,-,EPP,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,ABSTAINED,Křesťanská a demokratická unie - Československá strana lidová,KDU-ČSL,pavel.svoboda@europarl.europa.eu,1pavelsvoboda,Q7155774,http://www.europarl.europa.eu/meps/en/96272/_home.html,,,,,,,
Pavel,Telička,female,24/08/1965,53,Czech Republic,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,ABSTAINED,AGAINST,ANO 2011,ANO,pavel.telicka@europarl.europa.eu,telicka,Q1357170,http://www.europarl.europa.eu/meps/en/124706/_home.html,,,,,,,
Evžen,Tošenovský,female,26/02/1956,63,Czech Republic,-,ECR,AGAINST,FOR,-,AGAINST,ABSTAINED,FOR,FOR,ABSTAINED,Občanská demokratická strana,ODS,evzen.tosenovsky@europarl.europa.eu,evzentosenovsky,Q3510471,http://www.europarl.europa.eu/meps/en/96713/_home.html,,,,,,,
Jan,Zahradil,female,20/03/1963,56,Czech Republic,-,ECR,AGAINST,FOR,-,AGAINST,ABSTAINED,FOR,FOR,NOT PRESENT,Občanská demokratická strana,ODS,jan.zahradil@europarl.europa.eu,zahradiljan,Q159490,http://www.europarl.europa.eu/meps/en/23712/_home.html,,,,,,,
Tomáš,Zdechovský,male,02/11/1979,39,Czech Republic,-,EPP,AGAINST,FOR,YES,AGAINST,AGAINST,FOR,FOR,AGAINST,Křesťanská a demokratická unie - Československá strana lidová,KDU-ČSL,tomas.zdechovsky@europarl.europa.eu,tomaszdechovsky,Q12059351,http://www.europarl.europa.eu/meps/en/124713/_home.html,,,,,,,
Margrete,Auken,male,06/01/1945,74,Denmark,-,Greens-EFA,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Socialistisk Folkeparti,SF,margrete.auken@europarl.europa.eu,margreteauken,Q261120,http://www.europarl.europa.eu/meps/en/28161/_home.html,,,,,,,
Bendt,Bendtsen,male,25/03/1954,65,Denmark,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Det Konservative Folkeparti,DKF,bendt.bendtsen@europarl.europa.eu,bendt_bendtsen,Q816805,http://www.europarl.europa.eu/meps/en/96705/_home.html,,,,,,,
Ole,Christensen,female,07/05/1955,63,Denmark,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Socialdemokratiet,Socialdemokratiet ,ole.christensen@europarl.europa.eu,oleeu,Q1357367,http://www.europarl.europa.eu/meps/en/28154/_home.html,,,,,,,
Jørn,Dohrmann,male,09/01/1969,50,Denmark,-,ECR,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Dansk Folkeparti,DF,jorn.dohrmann@europarl.europa.eu,mepdohrmann,Q12320916,http://www.europarl.europa.eu/meps/en/124878/_home.html,,,,,,,
Rina Ronja,Kari,male,15/02/1985,34,Denmark,-,GUE-NGL,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Folkebevægelsen mod EU,Folkebevægelsen mod EU,rinaronja.kari@europarl.europa.eu,rinakari,Q12333503,http://www.europarl.europa.eu/meps/en/122885/_home.html,,,,,,,
Rikke-Louise,Karlsson,male,29/04/1965,53,Denmark,-,Non-attached,FOR,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Independent,Independent,rikke.karlsson@europarl.europa.eu,,Q17142887,http://www.europarl.europa.eu/meps/en/124876/_home.html,,,,,,,
Jeppe,Kofod,male,14/03/1974,45,Denmark,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Socialdemokratiet,Socialdemokratiet ,jeppe.kofod@europarl.europa.eu,jeppekofod,Q1799046,http://www.europarl.europa.eu/meps/en/124870/_home.html,,,,,,,
Morten,Løkkegaard,male,20/12/1964,54,Denmark,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Venstre,Danmarks Liberale Parti,morten.lokkegaard@europarl.europa.eu,loekkegaard_mep,Q546215,loekkegaard_mep,http://www.europarl.europa.eu/meps/en/96709/_home.html,,,,,,
Morten,Messerschmidt,male,13/11/1980,38,Denmark,-,ECR,FOR,ABSTAINED,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Dansk Folkeparti,DF,morten.messerschmidt@europarl.europa.eu,mrmesserschmidt,Q1338185,http://www.europarl.europa.eu/meps/en/96663/_home.html,,,,,,,
Morten Helveg,Petersen,male,14/09/1966,52,Denmark,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,FOR,Det Radikale Venstre,Radikale B,mortenhelveg.petersen@europarl.europa.eu,mortenhelveg,Q12327679,http://www.europarl.europa.eu/meps/en/124872/_home.html,,,,,,,
Jens,Rohde,female,18/04/1970,48,Denmark,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,FOR,Det Radikale Venstre,Radikale B,jens.rohde@europarl.europa.eu,rohde_jens,Q546246,http://www.europarl.europa.eu/meps/en/96710/_home.html,,,,,,,
Christel,Schaldemose,female,04/08/1967,51,Denmark,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Socialdemokratiet,Socialdemokratiet ,christel.schaldemose@europarl.europa.eu,schaldemosemep,Q455548,http://www.europarl.europa.eu/meps/en/37312/_home.html,,,,,,,
Anders Primdahl,Vistisen,male,12/11/1987,31,Denmark,-,ECR,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Dansk Folkeparti,DF,anders.vistisen@europarl.europa.eu,andersvistisen,Q12301466,http://www.europarl.europa.eu/meps/en/124875/_home.html,,,,,,,
Igor,Gräzin,male,27/06/1952,66,Estonia,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,NOT PRESENT,Eesti Reformierakond,Reformierakond,igor.grazin@europarl.europa.eu,,Q5993313,http://www.europarl.europa.eu/meps/en/193879/_home.html,,,,,,,
Tunne,Kelam,male,10/07/1936,82,Estonia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Erakond Isamaa ja Res Publica Liit,Isamaa ,tunne.kelam@europarl.europa.eu,,Q1345946,http://www.europarl.europa.eu/meps/en/28424/_home.html,,,,,,,
Ivari,Padar,male,12/03/1965,54,Estonia,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Sotsiaaldemokraatlik Erakond,SDE,ivari.padar@ep.europa.eu,,Q1398025,http://www.europarl.europa.eu/meps/en/97025/_home.html,,,,,,,
Urmas,Paet,male,20/04/1974,44,Estonia,-,ALDE,ABSTAINED,ABSTAINED,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Eesti Reformierakond,Reformierakond,urmas.paet@europarl.europa.eu,urmaspaet,Q58100,http://www.europarl.europa.eu/meps/en/129073/_home.html,,,,,,,
Indrek,Tarand,male,03/02/1964,55,Estonia,-,Greens-EFA,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Sõltumatu,Sõltumatu,indrek.tarand@europarl.europa.eu,indrektarand,Q930324,http://www.europarl.europa.eu/meps/en/97136/_home.html,,,,,,,
Yana,Toom,female,15/10/1966,52,Estonia,-,ALDE,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Eesti Keskerakond,Keskerakond,yana.toom@europarl.europa.eu,yanatoom,Q12379326,http://www.europarl.europa.eu/meps/en/124700/_home.html,,,,,,,
Jussi,Halla-Aho,male,27/04/1971,47,Finland,-,ECR,AGAINST,FOR,-,FOR,AGAINST,FOR,AGAINST,AGAINST,Perussuomalaiset,PS,jussi.halla-aho@europarl.europa.eu,halla_aho,Q3040284,http://www.europarl.europa.eu/meps/en/124727/_home.html,,,,,,,
Heidi,Hautala,male,14/11/1955,63,Finland,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Vihreä liitto,VIHR ,heidi.hautala@europarl.europa.eu,heidihautala,Q256001,http://www.europarl.europa.eu/meps/en/2054/_home.html,,,,,,,
Liisa,Jaakonsaari,male,02/09/1945,73,Finland,-,S&D,FOR,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,SDP,liisa.jaakonsaari@europarl.europa.eu,ljaakonsaari,Q460600,http://www.europarl.europa.eu/meps/en/96684/_home.html,,,,,,,
Anneli,Jäätteenmäki,female,11/02/1955,64,Finland,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Suomen Keskusta,Keskusta,anneli.jaatteenmaki@europarl.europa.eu,jaatteenmaki,Q229517,http://www.europarl.europa.eu/meps/en/28314/_home.html,,,,,,,
Elsi,Katainen,female,17/12/1966,52,Finland,-,ALDE,FOR,ABSTAINED,-,AGAINST,AGAINST,FOR,FOR,FOR,Suomen Keskusta,Keskusta,elsi.katainen@ep.europa.eu,elsikatainen,Q11857612,http://www.europarl.europa.eu/meps/en/191693/_home.html,,,,,,,
Miapetra,Kumpula-Natri,male,19/05/1972,46,Finland,-,S&D,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,SDP,miapetra.kumpula-natri@europarl.europa.eu,miapetrakumpula,Q5413481,http://www.europarl.europa.eu/meps/en/124735/_home.html,,,,,,,
Merja,Kyllönen,male,25/01/1977,42,Finland,-,GUE-NGL,FOR,FOR,-,FOR,FOR,AGAINST,FOR,AGAINST,Vasemmistoliitto,Vasemmistoliitto,merja.kyllonen@europarl.europa.eu,kyllonenmerja,Q460676,http://www.europarl.europa.eu/meps/en/124736/_home.html,,,,,,,
Sirpa,Pietikäinen,male,19/04/1959,59,Finland,-,EPP,FOR - CORRECTED,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Kansallinen Kokoomus,KOK,sirpa.pietikainen@europarl.europa.eu,spietikainen,Q456901,http://www.europarl.europa.eu/meps/en/40599/_home.html,,,,,,,
Pirkko,Ruohonen-Lerner,male,06/02/1957,62,Finland,-,ECR,AGAINST,FOR,-,FOR,FOR,FOR,AGAINST,AGAINST,Perussuomalaiset,PS,pirkko.ruohonen-lerner@europarl.europa.eu,pirkkorl,Q7198040,http://www.europarl.europa.eu/meps/en/132366/_home.html,,,,,,,
Petri,Sarvamaa,male,15/09/1960,58,Finland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Kansallinen Kokoomus,KOK,petri.sarvamaa@europarl.europa.eu,petrisarvamaa,Q918818,http://www.europarl.europa.eu/meps/en/112611/_home.html,,,,,,,
Nils,Torvalds,female,07/08/1945,73,Finland,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Svenska folkpartiet,SFP,nils.torvalds@europarl.europa.eu,nilstorvalds,Q949046,http://www.europarl.europa.eu/meps/en/114268/_home.html,,,,,,,
Mirja,Vehkaperä,male,06/04/1976,42,Finland,-,ALDE,FOR,ABSTAINED,-,AGAINST,AGAINST,FOR,FOR,FOR,Suomen Keskusta,Keskusta,mirja.vehkapera@ep.europa.eu,mirjavehkapera,Q11882986,http://www.europarl.europa.eu/meps/en/193269/_home.html,,,,,,,
Henna,Virkkunen,male,04/06/1972,46,Finland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Kansallinen Kokoomus,KOK,henna.virkkunen@europarl.europa.eu,hennavirkkunen,Q2983767,http://www.europarl.europa.eu/meps/en/124726/_home.html,,,,,,,
Michèle,Alliot-Marie,male,10/09/1946,72,France,Sud-Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,michele.alliot-marie@europarl.europa.eu,malliotmarie,Q58130,http://www.europarl.europa.eu/meps/en/1179/_home.html,,,,,,,
Eric,Andrieu,male,14/04/1960,58,France,Sud-Ouest,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,eric.andrieu@europarl.europa.eu,eric_andrieu,Q287849,http://www.europarl.europa.eu/meps/en/113892/_home.html,,,,,,,
Marie-Christine,Arnautu,male,19/10/1952,66,France,Sud-Est,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,marie-christine.arnautu@europarl.europa.eu,mcarnautu,Q3291630,http://www.europarl.europa.eu/meps/en/124748/_home.html,,,,,,,
Jean,Arthuis,male,07/10/1944,74,France,Ouest,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Union des Démocrates et Indépendants,UDI,jean.arthuis@europarl.europa.eu,jeanarthuis,Q528462,http://www.europarl.europa.eu/meps/en/124773/_home.html,,,,,,,
Guillaume,Balas,female,30/08/1972,46,France,Ile-de-France,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,guillaume.balas@europarl.europa.eu,balasguillaume,Q16916373,http://www.europarl.europa.eu/meps/en/124744/_home.html,,,,,,,
Nicolas,Bay,male,21/12/1977,41,France,Nord-Ouest,ENF,FOR,AGAINST,-,NOT PRESENT,AGAINST,FOR,FOR,AGAINST,Rassemblement national,RN,nicolas.bay@europarl.europa.eu,nicolasbay_,Q3340073,http://www.europarl.europa.eu/meps/en/124760/_home.html,,,,,,,
Pervenche,Berès,female,10/03/1957,62,France,Ile-de-France,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,pervenche.beres@europarl.europa.eu,pervencheberes,Q240740,http://www.europarl.europa.eu/meps/en/1985/_home.html,,,,,,,
Joëlle,Bergeron,female,28/06/1949,69,France,Ouest,EFDD,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Sans étiquette,Sans étiquette,joelle.bergeron@europarl.europa.eu,jbergeronmep,Q17174767,http://www.europarl.europa.eu/meps/en/124740/_home.html,,,,,,,
Dominique,Bilde,female,01/08/1953,65,France,Est,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,dominique.bilde@europarl.europa.eu,dominiquebilde,Q17174898,http://www.europarl.europa.eu/meps/en/124771/_home.html,,,,,,,
Marie-Christine,Boutonnet,female,10/02/1949,70,France,Ile-de-France,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,marie-christine.boutonnet@europarl.europa.eu,mcboutonnetfn,Q17175186,http://www.europarl.europa.eu/meps/en/124753/_home.html,,,,,,,
José,Bové,female,11/06/1953,65,France,Sud-Ouest,Greens-EFA,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Europe écologie,EELV,jose.bove@europarl.europa.eu,josebove,Q5819,http://www.europarl.europa.eu/meps/en/96744/_home.html,,,,,,,
Steeve,Briois,female,28/11/1972,46,France,Nord-Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,steeve.briois@europarl.europa.eu,steevebriois,Q3497810,http://www.europarl.europa.eu/meps/en/124757/_home.html,,,,,,,
Alain,Cadec,female,21/06/1953,65,France,Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,alain.cadec@europarl.europa.eu,alaincadec,Q1404258,http://www.europarl.europa.eu/meps/en/96849/_home.html,,,,,,,
Jean-Marie,Cavada,female,24/02/1940,79,France,Ile-de-France,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Generation Citoyens,GC,jean-marie.cavada@europarl.europa.eu,jeanmariecavada,Q167019,http://www.europarl.europa.eu/meps/en/28206/_home.html,,,,,,,
Aymeric,Chauprade,male,13/01/1969,50,France,Ile-de-France,EFDD,FOR,FOR,-,AGAINST,AGAINST,AGAINST,FOR,FOR,Les Français Libres,Les Français Libres,aymeric.chauprade@europarl.europa.eu,a_chauprade,Q793139,http://www.europarl.europa.eu/meps/en/124752/_home.html,,,,,,,
Jacques,Colombier,male,17/02/1952,67,France,Sud-Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,jacques.colombier@ep.europa.eu,jcolombierfn,Q6120507,http://www.europarl.europa.eu/meps/en/191510/_home.html,,,,,,,
Thierry,Cornillet,female,23/07/1951,67,France,Sud-Est,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Parti Radical,Rad,thierry.cornillet@europarl.europa.eu,tcornillet,Q3524195,http://www.europarl.europa.eu/meps/en/4338/_home.html,,,,,,,
Arnaud,Danjean,female,11/02/1971,48,France,Est,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,arnaud.danjean@europarl.europa.eu,arnauddanjean,Q444504,http://www.europarl.europa.eu/meps/en/96747/_home.html,,,,,,,
Michel,Dantin,female,15/01/1960,59,France,Sud-Est,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,dantin.michel@sp-eurodepute.eu,micheldantin,Q546722,http://www.europarl.europa.eu/meps/en/97296/_home.html,,,,,,,
Rachida,Dati,male,27/11/1965,53,France,Ile-de-France,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,rachida.dati@europarl.europa.eu,datirachida,Q27182,http://www.europarl.europa.eu/meps/en/72775/_home.html,,,,,,,
Angélique,Delahaye,female,22/02/1963,56,France,Massif Central-Centre,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,angelique.delahaye@europarl.europa.eu,delahaye_europe,Q17128240,http://www.europarl.europa.eu/meps/en/124732/_home.html,,,,,,,
Karima,Delli,male,04/03/1979,40,France,Nord-Ouest,Greens-EFA,ABSTAINED,FOR - CORRECTED,-,FOR,FOR,AGAINST,ABSTAINED,FOR,Europe écologie,EELV,karima.delli@europarl.europa.eu,karimadelli,Q433637,http://www.europarl.europa.eu/meps/en/96868/_home.html,,,,,,,
Geoffroy,Didier,male,12/04/1976,42,France,Île-de-France,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,geoffroy.didier@ep.europa.eu,geoffroydidier,Q3101123,http://www.europarl.europa.eu/meps/en/190774/_home.html,,,,,,,
Mireille,D'Ornano,male,29/06/1951,67,France,Sud-Est,EFDD,FOR,AGAINST,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Rassemblement national,RN,mireille.dornano@europarl.europa.eu,mireilledornano,Q17171641,http://www.europarl.europa.eu/meps/en/124750/_home.html,,,,,,,
Pascal,Durand,female,03/10/1960,58,France,Ile-de-France,Greens-EFA,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Europe écologie,EELV,pascal.durand@europarl.europa.eu,pdurandofficiel,Q3367388,http://www.europarl.europa.eu/meps/en/124693/_home.html,,,,,,,
Karine,Gloanec Maurin,female,11/01/1958,61,France,Massif Central-Centre,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,karine.gloanec-maurin@ep.europa.eu,kgloanecmaurin,Q15963771,http://www.europarl.europa.eu/meps/en/193080/_home.html,,,,,,,
Sylvie,Goddyn,female,24/06/1964,54,France,Nord-Ouest,EFDD,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,sylvie.goddyn@europarl.europa.eu,sylvie_goddyn,Q16948142,http://www.europarl.europa.eu/meps/en/21331/_home.html,,,,,,,
Bruno,Gollnisch,female,28/01/1950,69,France,Sud-Est,Non-attached,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,bruno.gollnisch@europarl.europa.eu,brunogollnisch,Q463260,http://www.europarl.europa.eu/meps/en/1164/_home.html,,,,,,,
Nathalie,Griesbeck,male,24/05/1956,62,France,Est,ALDE,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Mouvement Démocrate,MoDem,nathalie.griesbeck@europarl.europa.eu,nat_griesbeck,Q461446,http://www.europarl.europa.eu/meps/en/28208/_home.html,,,,,,,
Françoise,Grossetête,male,17/05/1946,72,France,Sud-Est,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,francoise.grossetete@europarl.europa.eu,grossetetef,Q461433,http://www.europarl.europa.eu/meps/en/2025/_home.html,,,,,,,
Sylvie,Guillaume,male,11/06/1962,56,France,Sud-Est,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,sylvie.guillaume@europarl.europa.eu,sylvieguillaume,Q439991,http://www.europarl.europa.eu/meps/en/96952/_home.html,,,,,,,
Brice,Hortefeux,male,11/05/1958,60,France,Massif Central-Centre,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,brice.hortefeux@europarl.europa.eu,bricehortefeux,Q502972,http://www.europarl.europa.eu/meps/en/5565/_home.html,,,,,,,
Yannick,Jadot,male,27/07/1967,51,France,Ouest,Greens-EFA,ABSTAINED,ABSTAINED,-,FOR,FOR,AGAINST,ABSTAINED,AGAINST,Europe écologie,EELV,yannick.jadot@europarl.europa.eu,yjadot,Q441791,http://www.europarl.europa.eu/meps/en/96740/_home.html,,,,,,,
Jean-François,Jalkh,male,23/05/1957,61,France,Est,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,jean-francois.jalkh@europarl.europa.eu,jfjalkh,Q3165682,http://www.europarl.europa.eu/meps/en/124770/_home.html,,,,,,,
France,Jamet,male,05/02/1961,58,France,Sud-Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Rassemblement national,RN,france.jamet@europarl.europa.eu,francejamet,Q5478286,http://www.europarl.europa.eu/meps/en/189065/_home.html,,,,,,,
Eva,Joly,male,05/12/1943,75,France,Ile-de-France,Greens-EFA,ABSTAINED,FOR - CORRECTED,YES,FOR,FOR,AGAINST,ABSTAINED,AGAINST,Europe écologie,EELV,eva.joly@europarl.europa.eu,evajoly,Q464116,http://www.europarl.europa.eu/meps/en/96883/_home.html,,,,,,,
Marc,Joulaud,male,03/09/1967,51,France,Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,marc.joulaud@europarl.europa.eu,marcjoulaud,Q3288141,http://www.europarl.europa.eu/meps/en/124728/_home.html,,,,,,,
Philippe,Juvin,female,01/02/1964,55,France,Ile-de-France,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,philippe.juvin@europarl.europa.eu,philippejuvin,Q445705,http://www.europarl.europa.eu/meps/en/96884/_home.html,,,,,,,
Patricia,Lalonde,female,28/08/1952,66,France,Ile-de-France,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,NOT PRESENT,FOR,FOR,Union des Démocrates et Indépendants,UDI,patricia.lalonde@europarl.europa.eu,patricialalond2,Q30105230,http://www.europarl.europa.eu/meps/en/188254/_home.html,,,,,,,
Alain,Lamassoure,female,10/02/1944,75,France,Ile-de-France,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,alain.lamassoure@europarl.europa.eu,alamassoure,Q777954,http://www.europarl.europa.eu/meps/en/1204/_home.html,,,,,,,
Jérôme,Lavrilleux,male,19/09/1969,49,France,Nord-Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Sans étiquette,Sans étiquette,jerome.lavrilleux@europarl.europa.eu,jlavrilleux,Q16948153,http://www.europarl.europa.eu/meps/en/124731/_home.html,,,,,,,
Patrick,Le Hyaric,female,04/02/1957,62,France,Ile-de-France,GUE-NGL,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Front de Gauche,FDG,patrick.lehyaric@europarl.europa.eu,patricklehyaric,Q981486,http://www.europarl.europa.eu/meps/en/96735/_home.html,,,,,,,
Jean-Marie,Le Pen,male,20/06/1928,90,France,Sud-Est,Non-attached,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Rassemblement national,RN,jean-marie.lepen@europarl.europa.eu,,Q7177,http://www.europarl.europa.eu/meps/en/1023/_home.html,,,,,,,
Gilles,Lebreton,female,11/10/1958,60,France,Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national/ Rassemblement Bleu Marine,RN,gilles.lebreton@europarl.europa.eu,gilles_lebreton,Q16549460,http://www.europarl.europa.eu/meps/en/124738/_home.html,,,,,,,
Christelle,Lechevalier,female,27/09/1968,50,France,Nord-Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,christelle.lechevalier@europarl.europa.eu,clechevalier14,Q30987342,http://www.europarl.europa.eu/meps/en/188718/_home.html,,,,,,,
