First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage,
Pier Antonio,Panzeri,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,pierantonio.panzeri@europarl.europa.eu,AntonioPanzeri,http://www.europarl.europa.eu/meps/en/28365/_home.html,
Massimo,Paolucci,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,massimo.paolucci@europarl.europa.eu,MassimoPaolucc6,http://www.europarl.europa.eu/meps/en/124849/_home.html,
Aldo,Patriciello,Italy,Meridionale,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Forza Italia,FI,aldo.patriciello@europarl.europa.eu,PatricielloAldo,http://www.europarl.europa.eu/meps/en/36392/_home.html,
Piernicola,Pedicini,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,piernicola.pedicini@europarl.europa.eu,PediciniM5S,http://www.europarl.europa.eu/meps/en/124844/_home.html,
Pina,Picierno,Italy,Meridionale,S&D,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partito Democratico,PD,giuseppina.picierno@europarl.europa.eu,pinapic,http://www.europarl.europa.eu/meps/en/124846/_home.html,
Massimiliano,Salini,Italy,Nord-Occidentale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,massimiliano.salini@europarl.europa.eu,MaxSalini,http://www.europarl.europa.eu/meps/en/125670/_home.html,
David-Maria,Sassoli,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,david.sassoli@europarl.europa.eu,DavidSassoli,http://www.europarl.europa.eu/meps/en/96864/_home.html,
Elly,Schlein,Italy,Nord-Orientale,S&D,AGAINST,FOR,-,ABSTAINED,FOR,ABSTAINED,ABSTAINED,AGAINST,Independent,Independent,elly.schlein@europarl.europa.eu,ellyesse,http://www.europarl.europa.eu/meps/en/124804/_home.html,
Giancarlo,Scottà,Italy,Nord-Orientale,ENF,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lega Nord,LN,giancarlo.scotta@ep.europa.eu,,http://www.europarl.europa.eu/meps/en/96996/_home.html,
Remo,Sernagiotto,Italy,Nord-Orientale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservatori e Riformisti,CoR,remo.sernagiotto@europarl.europa.eu,SernagiottoRemo,http://www.europarl.europa.eu/meps/en/124794/_home.html,
Renato,Soru,Italy,Insulare,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partito Democratico,PD,renato.soru@europarl.europa.eu,renatosoru,http://www.europarl.europa.eu/meps/en/124860/_home.html,
Barbara,Spinelli,Italy,Centrale,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,barbara.spinelli@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124810/_home.html,
Antonio,Tajani,Italy,Centrale,EPP,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Forza Italia,FI,antonio.tajani@europarl.europa.eu,Antonio_Tajani,http://www.europarl.europa.eu/meps/en/2187/_home.html,
Dario,Tamburrano,Italy,Centrale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,dario.tamburrano@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124813/_home.html,
Patrizia,Toia,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,patrizia.toia@europarl.europa.eu,toiapatrizia,http://www.europarl.europa.eu/meps/en/28340/_home.html,
Marco,Valli,Italy,Nord-Occidentale,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,marco.valli@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124778/_home.html,
Daniele,Viotti,Italy,Nord-Occidentale,S&D,AGAINST,FOR,YES,AGAINST,ABSTAINED,AGAINST,AGAINST,AGAINST,Partito Democratico,PD,daniele.viotti@europarl.europa.eu,danieleviotti,http://www.europarl.europa.eu/meps/en/124791/_home.html,
Marco,Zanni,Italy,Nord-Occidentale,ENF,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Independent,Independent,marco.zanni@europarl.europa.eu,Marcozanni86,http://www.europarl.europa.eu/meps/en/124780/_home.html,
Flavio,Zanonato,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,fausto.galanti@yahoo.it,flaviozanonato,http://www.europarl.europa.eu/meps/en/124800/_home.html,
Damiano,Zoffoli,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,damiano.zoffoli@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/131051/_home.html,
Marco,Zullo,Italy,Nord-Orientale,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,marco.zullo@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125237/_home.html,
Iveta,Grigule-Pēterse,Latvia,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Zaļo un Zemnieku savienība,ZZS,iveta.grigule@europarl.europa.eu,ivetagrigule,http://www.europarl.europa.eu/meps/en/124745/_home.html,
Sandra,Kalniete,Latvia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,"Partija ""VIENOTĪBA""",VIENOTĪBA,sandra.kalniete@europarl.europa.eu,kalniete,http://www.europarl.europa.eu/meps/en/96934/_home.html,
Aleksejs,Loskutovs,Latvia,-,EPP,FOR - CORRECTED,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,"Partija ""VIENOTĪBA""",VIENOTĪBA,aleksejs.loskutovs@europarl.europa.eu,Loskutovs,http://www.europarl.europa.eu/meps/en/196042/_home.html,
Andrejs,Mamikins,Latvia,-,S&D,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Saskaņa - Sociāldemokrātiskā partija,SPDS,andrejs.mamikins@europarl.europa.eu,andrejsmamikins,http://www.europarl.europa.eu/meps/en/124746/_home.html,
Miroslavs,Mitrofanovs,Latvia,-,Greens/EFA,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Latvijas Krievu savienība,LKS,miroslavs.mitrofanovs@ep.europa.eu,,http://www.europarl.europa.eu/meps/en/191695/_home.html,
Kārlis,Šadurskis ,Latvia,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,"Partija ""VIENOTĪBA""",VIENOTĪBA,karlis.sadurskis@europarl.europa.eu,Sadurskis,http://www.europarl.europa.eu/meps/en/111033/_home.html,
Inese,Vaidere,Latvia,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,"Partija ""VIENOTĪBA""",VIENOTĪBA,inese.vaidere@europarl.europa.eu,inesevaidere,http://www.europarl.europa.eu/meps/en/28617/_home.html,
Roberts,Zīle,Latvia,-,ECR,FOR,AGAINST,-,AGAINST,FOR,FOR,FOR,FOR,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",NA,roberts.zile@europarl.europa.eu,robertszile,http://www.europarl.europa.eu/meps/en/28615/_home.html,
Laima Liucija,Andrikienė,Lithuania,-,EPP,FOR,ABSTAINED,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Tėvynės sąjunga-Lietuvos krikščionys demokratai,TS-LKD,laimaliucija.andrikiene@europarl.europa.eu,andrikiene,http://www.europarl.europa.eu/meps/en/28276/_home.html,
Petras,Auštrevičius,Lithuania,-,ALDE,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Lietuvos Respublikos Liberalų Sąjūdis,LRLS,petras.austrevicius@europarl.europa.eu,petras_petras,http://www.europarl.europa.eu/meps/en/124766/_home.html,
Zigmantas,Balčytis,Lithuania,-,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Lietuvos socialdemokratų partija,LSDP,zigmantas.balcytis@europarl.europa.eu,balcytis,http://www.europarl.europa.eu/meps/en/96680/_home.html,
Vilija,Blinkevičiūtė,Lithuania,-,S&D,FOR,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Lietuvos socialdemokratų partija,LSDP,vilija.blinkeviciute@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96681/_home.html,
Antanas,Guoga,Lithuania,-,EPP,AGAINST - CORRECTED,FOR - CORRECTED,-,AGAINST,FOR,AGAINST,AGAINST,NOT PRESENT,Independent,Independent,antanas.guoga@europarl.europa.eu,TonyGuoga,http://www.europarl.europa.eu/meps/en/124763/_home.html,
Valentinas,Mazuronis,Lithuania,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Darbo partija,DP,valentinas.mazuronis@europarl.europa.eu,valentinasmazu1,http://www.europarl.europa.eu/meps/en/124768/_home.html,
Rolandas,Paksas,Lithuania,-,EFDD,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partija Tvarka ir teisingumas,PTT,rolandas.paksas@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96694/_home.html,
Bronis,Ropė,Lithuania,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Lietuvos valstiečių ir žaliųjų sąjunga,LVŽS,bronis.rope@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125214/_home.html,
Algirdas,Saudargas,Lithuania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Tėvynės sąjunga-Lietuvos krikščionys demokratai,TS-LKD,algirdas.saudargas@europarl.europa.eu,Saudargas,http://www.europarl.europa.eu/meps/en/96696/_home.html,
Valdemar,Tomaševski,Lithuania,-,ECR,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,LLRA-KŠS,valdemar.tomasevski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96697/_home.html,
Viktor,Uspaskich,Lithuania,-,ALDE,FOR,ABSTAINED,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Darbo partija,DP,viktor.uspaskich@europarl.europa.eu,ViktorUspaskich,http://www.europarl.europa.eu/meps/en/96698/_home.html,
Georges,Bach,Luxembourg,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti chrétien social luxembourgeois,CSV/PCS,georges.bach@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/97293/_home.html,
Mady,Delvaux,Luxembourg,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,FOR,AGAINST,Parti ouvrier socialiste luxembourgeois,LSAP/POSL,mady.delvaux-stehres@europarl.europa.eu,mady_delvaux,http://www.europarl.europa.eu/meps/en/124776/_home.html,
Frank,Engel,Luxembourg,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti chrétien social luxembourgeois,CSV/PCS,frank.engel@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96876/_home.html,
Charles,Goerens,Luxembourg,-,ALDE,AGAINST,FOR,-,AGAINST,AGAINST,AGAINST,FOR,FOR,Parti démocratique,DP,charles.goerens@europarl.europa.eu,charlesGoerens,http://www.europarl.europa.eu/meps/en/840/_home.html,
Christophe,Hansen,Luxembourg,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Parti chrétien social luxembourgeois,CSV/PCS,christophe.hansen@europarl.europe.eu,chanseneu,http://www.europarl.europa.eu/meps/en/193419/_home.html,
Tilly,Metz,Luxembourg,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Déi Gréng - Les Verts,Déi Gréng - Les Verts,tilly.metz@ep.europa.eu,,http://www.europarl.europa.eu/meps/en/193292/_home.html,
David,Casa,Malta,-,EPP,AGAINST,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partit Nazzjonalista,PN,david.casa@europarl.europa.eu,DavidCasaMEP,http://www.europarl.europa.eu/meps/en/28122/_home.html,
Miriam,Dalli,Malta,-,S&D,FOR,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Partit Laburista,PL,miriam.dalli@europarl.europa.eu,Miriamdalli,http://www.europarl.europa.eu/meps/en/124970/_home.html,
Roberta,Metsola,Malta,-,EPP,AGAINST,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partit Nazzjonalista,PN,roberta.metsola@europarl.europa.eu,RobertaMetsola,http://www.europarl.europa.eu/meps/en/118859/_home.html,
Marlene,Mizzi,Malta,-,S&D,FOR,FOR - CORRECTED,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Partit Laburista,PL,marlene.mizzi@europarl.europa.eu,MarleneMizzi,http://www.europarl.europa.eu/meps/en/118858/_home.html,
Alfred,Sant,Malta,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partit Laburista,PL,alfred.sant@europarl.europa.eu,SantAlfred,http://www.europarl.europa.eu/meps/en/124781/_home.html,
Francis,Zammit Dimech,Malta,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partit Nazzjonalista,PN,francis.zammitdimech@europarl.europa.eu,FrancisZD,http://www.europarl.europa.eu/meps/en/188906/_home.html,
Bas,Belder,Netherlands,-,ECR,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Staatkundig Gereformeerde Partij,SGP,bastiaan.belder@europarl.europa.eu,BasBelderMEP,http://www.europarl.europa.eu/meps/en/4507/_home.html,
Marcel,de Graaff,Netherlands,-,ENF,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Partij voor de Vrijheid,PVV,marcel.degraaff@europarl.europa.eu,MJRLdeGraaff,http://www.europarl.europa.eu/meps/en/125025/_home.html,
Dennis,de Jong,Netherlands,-,GUE/NGL,ABSTAINED,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Socialistische Partij,SP,dennis.dejong@europarl.europa.eu,DdJong,http://www.europarl.europa.eu/meps/en/96748/_home.html,
Esther,de Lange,Netherlands,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christen Democratisch Appèl,CDA,esther.delange@europarl.europa.eu,Esther_de_Lange,http://www.europarl.europa.eu/meps/en/38398/_home.html,
Bas,Eickhout,Netherlands,-,Greens/EFA,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,GroenLinks,GL,bas.eickhout@europarl.europa.eu,BasEickhout,http://www.europarl.europa.eu/meps/en/96725/_home.html,
André,Elissen,Netherlands,-,ENF,AGAINST,ABSTAINED,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Partij voor de Vrijheid,PVV,andre.elissen@europarl.europa.eu,AndreElissen,http://www.europarl.europa.eu/meps/en/188445/_home.html,
Gerben-Jan,Gerbrandy,Netherlands,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,NOT PRESENT,Democraten 66,D66,gerben-jan.gerbrandy@europarl.europa.eu,Gerbrandy,http://www.europarl.europa.eu/meps/en/96940/_home.html,
Anja,Hazekamp,Netherlands,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Partij voor de Dieren,PvdD,anja.hazekamp@europarl.europa.eu,anjahazekamp,http://www.europarl.europa.eu/meps/en/125023/_home.html,
Jan,Huitema,Netherlands,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Volkspartij voor Vrijheid en Democratie,VVD,jan.huitema@europarl.europa.eu,jhuitema,http://www.europarl.europa.eu/meps/en/58789/_home.html,
Sophie,in 't Veld,Netherlands,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Democraten 66,D66,sophie.intveld@europarl.europa.eu,SophieintVeld,http://www.europarl.europa.eu/meps/en/28266/_home.html,
Agnes,Jongerius,Netherlands,-,S&D,AGAINST,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Partij van de Arbeid,PvdA ,agnes.jongerius@europarl.europa.eu,a_jongerius,http://www.europarl.europa.eu/meps/en/125021/_home.html,
Jeroen,Lenaers,Netherlands,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Christen Democratisch Appèl,CDA,jeroen.lenaers@europarl.europa.eu,jeroen_lenaers,http://www.europarl.europa.eu/meps/en/95074/_home.html,
Anne-Marie,Mineur,Netherlands,-,GUE/NGL,ABSTAINED,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Socialistische Partij,SP,anne-marie.mineur@europarl.europa.eu,AnneMarieMineur,http://www.europarl.europa.eu/meps/en/125037/_home.html,
Caroline,Nagtegaal,Netherlands,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Volkspartij voor Vrijheid en Democratie,VVD,caroline.nagtegaal@ep.europa.eu,C_Nagtegaal,http://www.europarl.europa.eu/meps/en/190519/_home.html,
Kati,Piri,Netherlands,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Partij van de Arbeid,PvdA ,kati.piri@europarl.europa.eu,KatiPiri,http://www.europarl.europa.eu/meps/en/37229/_home.html,
Judith,Sargentini,Netherlands,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,GroenLinks,GL,judith.sargentini@europarl.europa.eu,judithineuropa,http://www.europarl.europa.eu/meps/en/96815/_home.html,
Marietje,Schaake,Netherlands,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Democraten 66,D66,marietje.schaake@europarl.europa.eu,MarietjeSchaake,http://www.europarl.europa.eu/meps/en/96945/_home.html,
Annie,Schreijer-Pierik,Netherlands,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christen Democratisch Appèl,CDA,annie.schreijer-pierik@europarl.europa.eu,AnnieSchreijer,http://www.europarl.europa.eu/meps/en/125030/_home.html,
Olaf,Stuger,Netherlands,-,ENF,AGAINST,ABSTAINED,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Partij voor de Vrijheid,PVV,olaf.stuger@europarl.europa.eu,OlafStuger,http://www.europarl.europa.eu/meps/en/125028/_home.html,
Paul,Tang,Netherlands,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,NOT PRESENT,Partij van de Arbeid,PvdA ,paul.tang@europarl.europa.eu,paultang,http://www.europarl.europa.eu/meps/en/125020/_home.html,
Johannes Cornelis,van Baalen,Netherlands,-,ALDE,AGAINST - CORRECTED,FOR - CORRECTED,YES,AGAINST,AGAINST,AGAINST,AGAINST,AGAINST,Volkspartij voor Vrijheid en Democratie,VVD,hans.vanbaalen@europarl.europa.eu,hansvanbaalen,http://www.europarl.europa.eu/meps/en/96937/_home.html,
Peter,van Dalen,Netherlands,-,ECR,AGAINST,FOR,-,AGAINST,AGAINST,AGAINST,FOR,NOT PRESENT,ChristenUnie,CU,peter.vandalen@europarl.europa.eu,petervdalen,http://www.europarl.europa.eu/meps/en/96809/_home.html,
Wim,van de Camp,Netherlands,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christen Democratisch Appèl,CDA,wim.vandecamp@europarl.europa.eu,wimvandecamp,http://www.europarl.europa.eu/meps/en/96754/_home.html,
Matthijs,van Miltenburg,Netherlands,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Democraten 66,D66,matthijs.vanmiltenburg@europarl.europa.eu,matthijsvmilt,http://www.europarl.europa.eu/meps/en/125022/_home.html,
Lambert,van Nistelrooij,Netherlands,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Christen Democratisch Appèl,CDA,lambert.vannistelrooij@europarl.europa.eu,LvNistelrooij,http://www.europarl.europa.eu/meps/en/28165/_home.html,
Auke,Zijlstra,Netherlands,-,ENF,AGAINST,ABSTAINED,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Partij voor de Vrijheid,PVV,auke.zijlstra@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/103246/_home.html,
Michał,Boni,Poland,-,EPP,AGAINST,FOR,YES,AGAINST,FOR,ABSTAINED,FOR,AGAINST,Platforma Obywatelska,PO,michal.boni@europarl.europa.eu,MichalBoni,http://www.europarl.europa.eu/meps/en/124896/_home.html,
Jerzy,Buzek,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,ABSTAINED,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,jerzy.buzek@europarl.europa.eu,JerzyBuzek,http://www.europarl.europa.eu/meps/en/28269/_home.html,
Ryszard,Czarnecki,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,ryszard.czarnecki@europarl.europa.eu,r_czarnecki,http://www.europarl.europa.eu/meps/en/28372/_home.html,
Edward,Czesak,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,edward.czesak@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/132925/_home.html,
Anna Elżbieta,Fotyga,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,anna.fotyga@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28353/_home.html,
Lidia Joanna,Geringer de Oedenberg,Poland,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,lidiajoanna.geringerdeoedenberg@europarl.europa.eu,lidiageringer,http://www.europarl.europa.eu/meps/en/28377/_home.html,
Adam,Gierek,Poland,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Unia Pracy,UP,adam.gierek@europarl.europa.eu,adamgierek,http://www.europarl.europa.eu/meps/en/28379/_home.html,
Beata,Gosiewska,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,beata.gosiewska@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124900/_home.html,
Andrzej,Grzyb,Poland,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,AGAINST,AGAINST,Polskie Stronnictwo Ludowe,PSL,andrzej.grzyb@europarl.europa.eu,GrzybAndrzej,http://www.europarl.europa.eu/meps/en/23785/_home.html,
Krzysztof,Hetman,Poland,-,EPP,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Polskie Stronnictwo Ludowe,PSL,krzysztof.hetman@europarl.europa.eu,hetman_k,http://www.europarl.europa.eu/meps/en/124895/_home.html,
Czesław,Hoc,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,czeslaw.hoc@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/135540/_home.html,
Danuta Maria,Hübner,Poland,-,EPP,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,danuta.huebner@europarl.europa.eu,danutahuebner,http://www.europarl.europa.eu/meps/en/96779/_home.html,
Robert Jarosław,Iwaszkiewicz,Poland,-,EFDD,AGAINST,FOR,-,FOR,AGAINST,ABSTAINED,AGAINST,NOT PRESENT,KORWiN,Wolność,robertjaroslaw.iwaszkiewicz@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124886/_home.html,
Danuta,Jazłowiecka,Poland,-,EPP,FOR - CORRECTED,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,danuta.jazlowiecka@europarl.europa.eu,DJazlowiecka,http://www.europarl.europa.eu/meps/en/96781/_home.html,
Marek,Jurek,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawica Rzeczypospolitej,PR,marek.jurek@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124892/_home.html,
Jarosław,Kalinowski,Poland,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,AGAINST,AGAINST,Polskie Stronnictwo Ludowe,PSL,jaroslaw.kalinowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96771/_home.html,
Karol,Karski,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,karol.karski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124887/_home.html,
Sławomir,Kłosowski,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,slawomir.klosowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/135541/_home.html,
Agnieszka,Kozłowska-Rajewicz,Poland,-,EPP,FOR,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,agnieszka.kozlowska-rajewicz@europarl.europa.eu,AKRajewicz,http://www.europarl.europa.eu/meps/en/124889/_home.html,
Zdzisław,Krasnodębski,Poland,-,ECR,AGAINST,FOR,-,FOR,ABSTAINED,AGAINST,AGAINST,NOT PRESENT,Independent,Independent,zdzislaw.krasnodebski@europarl.europa.eu,ZdzKrasnodebski,http://www.europarl.europa.eu/meps/en/124891/_home.html,
Urszula,Krupa,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,urszula.krupa@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28334/_home.html,
Barbara,Kudrycka,Poland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Platforma Obywatelska,PO,barbara.kudrycka@europarl.europa.eu,BarbaraKudrycka,http://www.europarl.europa.eu/meps/en/28284/_home.html,
